time,temperature,vibration,chamber_pressure,gas_flow_sccm
2026-03-26 00:00:00,100.9606875201885,10.615467125855053,51.34297221474434,194.79762917790816
2026-03-26 00:01:00,104.47445381725119,9.933847938300046,49.74035766423772,198.9355402221979
2026-03-26 00:02:00,102.50610766186357,9.907232745199185,48.74415984709452,202.6150119932661
2026-03-26 00:03:00,103.50257124453236,9.730283884859958,50.380599818377014,191.39181561553596
2026-03-26 00:04:00,98.54766908037507,9.501260085129344,48.904027756309276,201.5279741022214
2026-03-26 00:05:00,99.58327109968573,10.058369766016463,49.831274423403634,199.44790202766308
2026-03-26 00:06:00,97.34872596283518,9.917868074260696,50.15660960404524,203.84012349952596
2026-03-26 00:07:00,102.04515158975211,9.974540966104112,48.433648741774185,198.23953752460514
2026-03-26 00:08:00,96.27841451865535,9.87737703913908,51.35857476899277,198.17838937434135
2026-03-26 00:09:00,102.85654772165051,9.214716560467622,51.129801506535316,198.60133646898998
2026-03-26 00:10:00,100.98156400198158,10.345677049769439,49.977072056074036,193.45822289355428
2026-03-26 00:11:00,95.60097925131782,10.39167666075043,48.97501140654807,204.48945275673552
2026-03-26 00:12:00,102.1053301901976,9.283549343976981,50.82521408691544,208.33567625495434
2026-03-26 00:13:00,98.76526758465101,10.038424013943176,51.03094699300725,198.30478608808266
2026-03-26 00:14:00,101.8112385742679,9.867524217322968,49.76131260160919,194.9525749618889
2026-03-26 00:15:00,97.10762315668651,10.142808729568793,49.741723703023844,202.767094960707
2026-03-26 00:16:00,99.61063964457088,9.804652069750281,50.20749458754174,195.2475198418684
2026-03-26 00:17:00,100.96903355805514,9.523294823868696,50.71941714555575,203.63231327211577
2026-03-26 00:18:00,99.65423674383251,9.259678465264571,50.05391408474879,199.6280432239347
2026-03-26 00:19:00,100.19709302747661,10.325112846829857,50.398974021940184,198.94225713374854
2026-03-26 00:20:00,100.01296934026671,10.471043782444891,50.6817026570302,195.6220404587913
2026-03-26 00:21:00,99.73902350282243,10.351647308324836,48.525660473816146,202.13433925048872
2026-03-26 00:22:00,101.19360443793306,9.53207150879027,48.65809811457293,196.28889290280054
2026-03-26 00:23:00,100.41820447689128,11.103819666641845,50.21597874038452,205.7422863560382
2026-03-26 00:24:00,100.7811671025644,9.616916729632457,50.11013521300095,200.94015525484724
2026-03-26 00:25:00,98.79587954013506,10.866958239675991,50.28043105908758,194.57539504101766
2026-03-26 00:26:00,101.53640635119612,10.120816393311017,50.153885357777455,202.68700546467812
2026-03-26 00:27:00,98.38686742532826,10.318387362454747,50.33762511937994,195.33939079210415
2026-03-26 00:28:00,98.12400452968059,10.534693498424053,50.25325787131653,199.98813745323224
2026-03-26 00:29:00,102.79868295657417,10.779909945220545,49.81954656755188,191.47592615518658
2026-03-26 00:30:00,100.8132296649791,10.500085239495064,51.90863045810207,195.40099558519367
2026-03-26 00:31:00,99.33616248943044,10.549596504732504,49.26374554428537,204.93959437419178
2026-03-26 00:32:00,98.82658183818704,9.568613749213034,50.922124229535065,193.45242045829622
2026-03-26 00:33:00,99.94080056096507,9.950345509311104,48.73213476020241,199.09068910428468
2026-03-26 00:34:00,100.60455242234573,10.010675848384002,50.08374049300436,191.49081231340867
2026-03-26 00:35:00,103.35867145909404,10.401595902958489,50.13124314697284,194.08916699939874
2026-03-26 00:36:00,100.75292473474686,9.874981802893457,50.46060705429252,198.79012934383627
2026-03-26 00:37:00,98.50110518958213,8.922738910399765,48.507316051272525,201.42818716221075
2026-03-26 00:38:00,99.46031623980731,10.659595818636395,50.2900532946445,205.23006860673212
2026-03-26 00:39:00,100.16753159634247,9.955464778618973,50.82258555880781,197.62527153681808
