Time,Stage_Temp_C,Vibration_Hz,Chamber_Pressure_mTorr,Gas_Flow_sccm
2026-03-25 10:00:00,120.74835707650561,38.015551095395026,15.235778736034828,198.34200997815586
2026-03-25 10:00:01,120.43086784941441,49.95225612681569,15.256078452636823,198.87963791960607
2026-03-25 10:00:02,120.82384426905034,50.887425801678766,15.308305124317528,201.49458721024652
2026-03-25 10:00:03,121.26151492820401,45.372672769340575,15.30538020520349,201.22074053086692
2026-03-25 10:00:04,120.38292331263833,53.06457146000789,15.06223306320429,199.9581968120717
2026-03-25 10:00:05,120.3829315215254,59.84861028177446,15.106217496008487,200.23465476661755
2026-03-25 10:00:06,121.2896064077537,77.63423081452636,15.251503526720866,202.55532979157684
2026-03-25 10:00:07,120.88371736457646,57.09493375398207,15.25137859509122,198.81685722232834
2026-03-25 10:00:08,120.26526280703253,58.090604688673174,15.251504768630603,201.09419476234007
2026-03-25 10:00:09,120.77128002179298,54.106649010805995,15.585273149065472,199.5956146951322
2026-03-25 10:00:10,120.26829115359376,31.9747454164115,15.257089051069316,199.56463759354557
2026-03-25 10:00:11,120.26713512321487,54.6818334946094,15.313556564018059,202.1975537039744
2026-03-25 10:00:12,120.62098113578301,55.72276251929232,15.29540017634932,201.65083269797606
2026-03-25 10:00:13,119.54335987767111,84.55890534982343,15.26513912513058,201.62701927200126
2026-03-25 10:00:14,119.63754108374349,52.69166842262653,15.168473075535966,202.61095761430866
2026-03-25 10:00:15,120.21885623537952,58.61856810800335,15.275896922049325,200.04200768326552
2026-03-25 10:00:16,119.99358443983279,54.58345876353708,15.122717478546242,201.36390594258992
2026-03-25 10:00:17,120.65712366629764,40.97586354856561,15.176318139325998,199.3794664868131
2026-03-25 10:00:18,120.0459879622394,68.71387377418024,15.151463645217088,200.6483327049769
2026-03-25 10:00:19,119.79384814933235,64.02319639224129,15.208187413938631,199.73971389126464
2026-03-25 10:00:20,121.23282438446078,64.49238336451657,15.43146585666735,200.19399192998543
2026-03-25 10:00:21,120.38711184975674,44.087350542463135,15.013273480740825,201.19031405087384
2026-03-25 10:00:22,120.53376410234397,71.8335317312332,15.26862601903745,198.36355863353305
2026-03-25 10:00:23,119.78762590689327,38.17778724649263,15.038728412881035,204.1847745513709
2026-03-25 10:00:24,120.22780863773741,62.04228512560324,15.152806813421057,197.9879652370006
2026-03-25 10:00:25,120.55546129485494,81.28546750971975,15.308895059696736,197.57162277442453
2026-03-25 10:00:26,119.92450321128885,43.11356409843174,15.206428001909545,202.31622174700013
2026-03-25 10:00:27,120.68784900917284,48.204427244766734,15.092225522207068,201.58332538792587
2026-03-25 10:00:28,120.1996806550406,56.19581638105169,15.128469629074003,201.24823963410432
2026-03-25 10:00:29,120.35415312510337,48.95829215060561,15.267959774893466,201.25669101852856
2026-03-25 10:00:30,120.1991466938853,36.392038827206406,15.126963336828286,199.97550645430618
2026-03-25 10:00:31,121.42613909225447,55.82275569767233,15.221645858958198,198.20549125702834
2026-03-25 10:00:32,120.49325138763103,42.252355435286745,15.204557183990381,200.15160911638745
2026-03-25 10:00:33,119.97114453552204,60.68310916762218,15.134839965239417,198.64567657697577
2026-03-25 10:00:34,120.91127245605159,43.96690918919436,15.414394408932532,201.9502394668355
2026-03-25 10:00:35,119.88957817501449,73.59921286021047,15.2633919022318,199.70588523699573
2026-03-25 10:00:36,120.60443179750237,45.600960491965154,14.997485741334238,198.34900560641498
2026-03-25 10:00:37,119.5201649380601,51.13526180553189,15.218645431476942,199.357228316694
2026-03-25 10:00:38,119.83590697555078,64.76220660843603,15.13382135352316,200.82586290855124
2026-03-25 10:00:39,120.59843061793457,40.22962820279254,15.285243333479622,198.87255089439205
2026-03-25 10:00:40,120.86923328999771,57.72951921524955,15.12074792615673,198.35555920886713
2026-03-25 10:00:41,120.58568414059499,70.68571305138914,15.188526355853309,200.48737442298383
2026-03-25 10:00:42,120.44217585880588,35.71020118526527,15.250498727898044,200.48993314221744
2026-03-25 10:00:43,120.34944815220535,57.21560630238765,15.286575519417012,198.98611364925773
2026-03-25 10:00:44,119.76073900481629,58.11859353098108,15.079970359294421,199.05792338876336
2026-03-25 10:00:45,120.14007789580265,64.38187446132773,15.166549876415905,200.46409987471526
2026-03-25 10:00:46,120.26968061452011,40.15659146946302,15.152505468883904,197.10383131700536
2026-03-25 10:00:47,121.02856111310946,39.154520642988686,15.134667076742629,197.1850724512469
2026-03-25 10:00:48,120.67180914478423,61.263298787402775,15.376545424028109,198.56311155749512
2026-03-25 10:00:49,119.61847992231863,58.56381607879823,15.240498171096094,199.5731056965763
2026-03-25 10:00:50,120.6620419846974,58.00591420415052,15.073911604566495,200.621815131196
2026-03-25 10:00:51,120.30745885979184,59.15737851396371,15.291786194705477,202.9507124338991
2026-03-25 10:00:52,120.16153899984702,46.83970334105811,15.412215619701263,201.71531924640405
2026-03-25 10:00:53,120.80583814442043,57.78704436593204,15.303246526055114,199.68012294007315
2026-03-25 10:00:54,121.01549976124798,58.516869679584175,15.048063003404598,199.9619675841946
2026-03-25 10:00:55,120.9656400595581,46.427782983683585,15.151576592713374,197.99494127072438
2026-03-25 10:00:56,120.08039123838869,77.38929413373708,15.326691114918662,199.9629737280152
2026-03-25 10:00:57,120.34539381207439,60.68599505094145,15.12923305343812,199.42268272215972
2026-03-25 10:00:58,120.66563171570178,40.70435803356821,15.244381942814622,200.64543712067618
2026-03-25 10:00:59,120.98777256356118,62.878643303605955,15.277463405342933,198.34553811289535
2026-03-25 10:01:00,120.26041288107736,43.30381995727214,15.10730695284219,201.03869302848236
2026-03-25 10:01:01,120.40717051166808,64.44501524490943,15.194047464393819,203.06547782600515
2026-03-25 10:01:02,119.94683251299699,68.90314694808885,14.875873265993093,199.7824797030863
2026-03-25 10:01:03,119.90189668795966,45.151812179779476,15.09756123586657,200.80342344419788
2026-03-25 10:01:04,120.9062629111971,66.56051355093186,15.174743184860683,201.38028798342222
2026-03-25 10:01:05,121.17812001428541,59.95337112323798,15.075221681803514,199.19755905622833
2026-03-25 10:01:06,120.46399493920984,64.86472191993388,15.363241130393163,200.44818496362083
2026-03-25 10:01:07,121.00176644894601,77.76151579184737,15.056985862203936,200.0251848015636
2026-03-25 10:01:08,120.68081801252382,52.05534260796556,15.155995551330301,200.19535219709766
2026-03-25 10:01:09,120.17744012269743,45.95516602771012,15.213074057728608,198.45398043228906
2026-03-25 10:01:10,120.68069780275421,44.32582684449372,15.34412732890661,200.0490203485179
2026-03-25 10:01:11,121.26901828323298,45.21027658041474,15.056413784882055,200.9959965824909
2026-03-25 10:01:12,120.48208698044502,54.07477948703075,15.316316375215495,202.9022872155901
2026-03-25 10:01:13,121.282321827907,59.09382369779973,15.201023306101957,201.9185416521704
2026-03-25 10:01:14,119.19012744795513,58.320289591960226,15.101849134895204,204.30636491502312
2026-03-25 10:01:15,120.91095125218762,64.92619898843229,15.246210347426326,198.4653048742239
2026-03-25 10:01:16,120.54352353411909,55.156022702534884,15.219905969557347,201.74464127344135
2026-03-25 10:01:17,120.35049632476706,72.4424089258878,15.13997831228412,200.3666840114767
2026-03-25 10:01:18,120.54588038826775,51.82411800114453,15.206980208499001,204.37960586643536
2026-03-25 10:01:19,119.50621554269955,87.64202999907542,15.161468640313823,198.3834034292897
2026-03-25 10:01:20,120.39016405608125,107.50800817318007,15.211351734525124,198.32055631563844
2026-03-25 10:01:21,120.67855628575587,89.7141093230046,15.266213067452105,198.80121470911195
2026-03-25 10:01:22,121.23894702237075,87.14929002326664,15.358601681614534,195.7522085513804
2026-03-25 10:01:23,120.24086489086318,105.78966898291822,15.076218450117315,198.94848995663847
2026-03-25 10:01:24,120.09575319855341,97.3184465760898,15.413303337465626,198.48173467689261
2026-03-25 10:01:25,120.24912147820773,108.56800592910511,15.00479122004775,200.3007875729524
2026-03-25 10:01:26,120.95770105885104,105.67885149488254,15.184821490496441,200.68351195155432
2026-03-25 10:01:27,120.66437555482985,99.12605304811753,15.258831720648457,203.75234167843178
2026-03-25 10:01:28,120.23511989811648,89.83847538317914,15.228099186773502,201.9008476763721
2026-03-25 10:01:29,120.75663371655668,81.82183330376962,15.13773004801794,198.8461926886752
2026-03-25 10:01:30,120.54853877467401,94.64182057519574,15.179187774964271,198.20317065730327
2026-03-25 10:01:31,120.98432249526644,65.27678553188167,15.150699906534117,200.98383834301302
2026-03-25 10:01:32,120.14897345306133,57.56912492956245,15.141063524305578,197.35953358595873
2026-03-25 10:01:33,120.33616892670112,40.051134655456146,15.284960209702101,203.6629175317087
2026-03-25 10:01:34,120.30394592343391,57.078171110214186,15.235701548596504,202.35888024144256
2026-03-25 10:01:35,119.76824252593394,59.62380855674604,15.130709040473933,199.06164869579058
2026-03-25 10:01:36,120.64806013853229,44.393710765586405,15.289959987543325,196.57373094181824
2026-03-25 10:01:37,120.63052763608995,56.84470127134634,15.23072995208766,202.70774474833084
2026-03-25 10:01:38,120.50255672832122,55.698504621352,15.281286211883895,199.77092030949476
2026-03-25 10:01:39,120.38270643331242,41.284356426032524,15.26296288419236,202.47563262394692
