time,temperature,vibration,chamber_pressure,gas_flow_sccm,source_file,vibration_avg,decision
2026-03-26 00:00:00,100.9606875201885,10.615467125855051,51.34297221474434,194.79762917790816,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:05:00,99.58327109968572,10.058369766016463,49.831274423403634,199.44790202766308,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:10:00,100.98156400198158,10.34567704976944,49.97707205607404,193.45822289355428,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:11:00,95.60097925131782,10.39167666075043,48.97501140654807,204.48945275673552,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:13:00,98.765267584651,10.038424013943176,51.03094699300725,198.30478608808264,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:15:00,97.10762315668651,10.142808729568792,49.74172370302384,202.767094960707,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:19:00,100.1970930274766,10.325112846829857,50.39897402194018,198.9422571337485,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:20:00,100.01296934026672,10.471043782444893,50.6817026570302,195.6220404587913,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:21:00,99.73902350282243,10.351647308324836,48.52566047381615,202.13433925048872,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:23:00,100.41820447689128,11.103819666641844,50.21597874038452,205.7422863560382,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:25:00,98.79587954013506,10.866958239675991,50.28043105908758,194.57539504101769,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:26:00,101.53640635119612,10.120816393311015,50.153885357777455,202.68700546467807,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:27:00,98.38686742532826,10.318387362454748,50.33762511937994,195.33939079210413,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:28:00,98.1240045296806,10.534693498424051,50.25325787131653,199.98813745323224,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:29:00,102.79868295657415,10.779909945220544,49.81954656755188,191.47592615518656,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:30:00,100.8132296649791,10.500085239495064,51.90863045810207,195.40099558519367,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:31:00,99.33616248943044,10.549596504732504,49.26374554428537,204.93959437419176,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:35:00,103.35867145909404,10.401595902958489,50.13124314697284,194.08916699939877,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:38:00,99.46031623980733,10.659595818636395,50.2900532946445,205.2300686067321,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:41:00,98.28281499563488,10.631530843037291,52.36341497854434,199.13761380266948,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:44:00,106.34158250006628,11.051459317524296,51.67172037183154,211.48571556567848,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:47:00,102.11991528116872,10.12066966815146,47.7600498629149,199.58907608758648,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:52:00,102.03192776805712,10.27891899819086,50.05681716237067,202.8697004698049,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:54:00,100.11829381324088,10.441308589097694,50.31531449205772,194.98695297151912,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:55:00,99.77064450592825,10.145769106203105,49.95606890435187,195.98054516534597,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 00:57:00,102.35885912081156,10.995761744687064,51.03466742044465,194.0950155827504,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 00:59:00,99.06096912563542,10.300114335558954,49.85404383289245,200.72260746797528,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:01:00,100.06267365522748,10.058009276759732,50.13513184342756,203.38870689002317,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:02:00,97.54411923738164,10.740777826360391,49.56085591645813,199.92960948095055,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 01:04:00,104.19482371218304,11.286202697672508,50.44796982027163,199.36287605763408,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 01:06:00,99.00944049886702,10.393056319697038,48.30023203500007,202.8839263883981,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:07:00,99.96551762284012,10.44731184549002,49.1610419652777,206.21768405553817,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:09:00,101.6844378744446,10.409155378122332,50.23865864838486,195.992156936255,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:11:00,100.89306520824286,10.21928542251339,49.26645756984172,203.07449373306184,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:14:00,99.50351401276588,10.831499994540922,49.90397153112848,207.97469370824857,tool_module_1.csv,10.034486179360464,Invoke RFC (Investigate Tool Module)
2026-03-26 01:16:00,100.05810667312116,10.259779347223615,48.34793409188988,198.10655493339505,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:17:00,102.74765456112958,10.185179316225224,50.49907091785752,210.82511961434247,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:19:00,101.01524204592594,10.081228408247677,50.59401301345616,203.52351860586552,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:21:00,99.1420270505266,10.14036229495192,51.319618067935046,200.89700019423788,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:22:00,102.30633124636228,10.295782369894312,49.31060079211938,198.25308906802007,tool_module_1.csv,10.034486179360464,Amp down vibrometer
2026-03-26 01:24:00,96.24377230418143,10.289246867653985,48.76353318569844,202.83748112306665,tool_module_1.csv,10.034486179360464,Amp down vibrometer
